set_name,set_code_name,format,date,points,max_points,losses,colors,splash,platform,link
,Chaos,Draft,6/8/23,1,7,3,UG,B,arena,https://www.17lands.com/deck/888c46fac17c4b39a2d0a30888bb0048/0
,Chaos,Draft,6/8/23,0,7,3,BG,W,arena,https://www.17lands.com/deck/1d28ecee1982428d8eae4a9ae1cad4dc/0
,Chaos,Draft,5/8/23,5,7,3,UB,WR,arena,https://www.17lands.com/deck/b6515f663150459392a5909b80662233/0
,BRO,Draft,1/8/23,1,7,3,BG,,arena,https://www.17lands.com/deck/9d165391ab1c416fa989864be5b0fe18/0
,NEO,Draft,22/7/23,7,7,1,WUG,,arena,https://www.17lands.com/deck/8561f19095134981be0a901bb5164572/0
,NEO,Draft,19/7/23,3,7,3,UB,,arena,https://www.17lands.com/deck/cfc6e4a6efcc4aa1a8733ade67956ea1/0
,NEO,Draft,19/7/23,2,7,3,WG,,arena,https://www.17lands.com/deck/943aee82bd6b4ded81ed1f58474e1548/0
,NEO,Draft,18/7/23,7,7,1,UR,,arena,https://www.17lands.com/deck/3cb6a41c81314c1a9a01acc35296501b/0
,NEO,Draft,16/7/23,4,7,3,UG,R,arena,https://www.17lands.com/deck/afb6a440c67142ee9fdc0c712bb7d43e/0
,MOM,Draft,10/6/23,4,7,3,UBG,,arena,https://www.17lands.com/deck/831186021d4f42c79f74e9e4f2aa825f/0
,MOM,Draft,7/6/23,3,7,3,WU,,arena,https://www.17lands.com/deck/56f5001f19c14624b5711d576bff89c5/0
,MOM,Draft,2/6/23,7,7,2,UB,G,arena,https://www.17lands.com/deck/28708ff9f8624430a01452b3a4dc9c69/0
,MOM,Draft,1/6/23,7,7,2,BG,U,arena,https://www.17lands.com/deck/08790977589d4c999d5fb7498ca6a072/0
,MOM,Draft,24/5/23,1,7,3,WG,B,arena,https://www.17lands.com/deck/b3b3ba9559bd4a71bd4101296bd9c66e/0
,MOM,Draft,18/5/23,4,7,3,UG,,arena,https://www.17lands.com/deck/2cae3c11a72a4e69b3f146430b42ef45/0
,MOM,Draft,15/5/23,7,7,0,UB,,arena,https://www.17lands.com/deck/d9f59caba75f4b75af92aad8cb8841f5/0
,MOM,Draft,13/5/23,7,7,2,WU,,arena,https://www.17lands.com/deck/7ba9b452c9834f1694cc87667ffb241c/0
,MOM,Draft,13/5/23,7,7,2,UG,,arena,https://www.17lands.com/deck/e576354371d94b7d8c31ea7b5ed00c91/0
,MOM,Draft,11/5/23,7,7,2,WU,,arena,https://www.17lands.com/deck/4cf8899f410641a5b88d4e48b014e49c/0
,MOM,Draft,11/5/23,2,7,3,UR,,arena,https://www.17lands.com/deck/6f5092879661433294ede43095750752/0
,MOM,Draft,8/5/23,7,7,2,BG,W,arena,https://www.17lands.com/deck/9397a2784c8348d8bc85deaf894da2e5/0
,MOM,Draft,6/5/23,4,7,3,RG,U,arena,https://www.17lands.com/deck/8a2d6b9659394874b25add18dd2b2177/0
,MOM,Draft,6/5/23,2,7,3,WBG,,arena,https://www.17lands.com/deck/17b0600b83ff42a4a4a951b9ed1b1b73/0
,MOM,Draft,28/4/23,3,7,3,UB,,arena,https://www.17lands.com/deck/f5c89f7144214358a4c9e01b4925a679/0
,MOM,Draft,25/4/23,7,7,1,WU,,arena,https://www.17lands.com/deck/1e312666262a43f5b2d61da6ca1a85f2/0
,MOM,Draft,25/4/23,2,7,3,UG,B,arena,https://www.17lands.com/deck/5ffe19f3f1624879b32b7b5d0bec3a22/0
,MOM,Draft,24/4/23,7,7,1,BG,,arena,https://www.17lands.com/deck/0972f3070b2e42c2898e1ab624b00e0f/0
,MOM,Draft,24/4/23,2,7,3,BG,,arena,https://www.17lands.com/deck/5c0602f775034fe4b158798a0ad8cd1f/0
,MOM,Draft,24/4/23,1,7,3,UB,,arena,https://www.17lands.com/deck/8edfbf01aa2f4329827e1a27c7acd83d/0
,MOM,Draft,22/4/23,1,7,3,UBR,,arena,https://www.17lands.com/deck/c0fbd94493964cb4b1faa73a8565dc93/0
,MOM,Draft,21/4/23,4,7,3,WB,U,arena,https://www.17lands.com/deck/0a9da385ed1d431f962c85acc5c27b7a/0
,SIR,Draft,23/3/23,7,7,2,RG,,arena,https://www.17lands.com/deck/cf0069ae36e447a99b7a2c7698ab84a5/0
,STX,Draft,13/3/23,3,7,3,BG,,arena,https://www.17lands.com/deck/9fbc05eff18e4abdb8b2f0f8c7750e49/0
,ONE,Draft,3/3/23,3,7,3,WR,,arena,https://www.17lands.com/deck/1c4790b36f064c468f18b59c064665ae/0
,ONE,Draft,9/2/23,5,7,3,WR,,arena,https://www.17lands.com/deck/d71adc5db8744752b63af6c029077901/0
,ONE,Draft,8/2/23,4,7,3,BG,,arena,https://www.17lands.com/deck/fa5ae89db8e14be583be5eb5bc4b51af/0
,NEO,Draft,6/2/23,5,7,3,UR,B,arena,https://www.17lands.com/deck/5cfc42d3d0354309b292b4cdedad14c7/0
,NEO,Draft,5/2/23,1,7,3,BR,,arena,https://www.17lands.com/deck/565ded326e0240338f629a27288dce28/0
,NEO,Draft,4/2/23,2,7,3,WG,,arena,https://www.17lands.com/deck/7e3e473b42b94293a3ba806ef5fcc85d/0
,NEO,Draft,4/2/23,6,7,3,WG,R,arena,https://www.17lands.com/deck/61929488a3ce418fadd4b3abfdc621f1/0
,NEO,Draft,3/2/23,6,7,3,WG,,arena,https://www.17lands.com/deck/594f3045140c4711a10275acfbdca4c9/0
,NEO,Draft,3/2/23,4,7,3,BR,,arena,https://www.17lands.com/deck/8ac4027a71124a7ca3db949152a4eb52/0
,KHM,Draft,27/1/23,3,7,3,BG,U,arena,https://www.17lands.com/deck/52d8c8e759784aad9fd04ea79ee3310d/0
,BRO,Draft,4/1/23,7,7,0,WB,,arena,https://www.17lands.com/deck/3f658ed24a0d4f1bab28f6cbb543c567/0
,BRO,Draft,29/12/22,7,7,1,UR,,arena,https://www.17lands.com/deck/dcefdc238e344258b20d1b1d6afb3032/0
,BRO,Draft,27/12/22,7,7,1,WU,,arena,https://www.17lands.com/deck/1d2039f9617b42a1abeef51370f6c959/0
,BRO,Draft,25/12/22,4,7,3,BG,,arena,https://www.17lands.com/deck/b4a58ed66d074bc6b86543db5baa3ecd/0
,BRO,Draft,23/12/22,1,7,3,WR,,arena,https://www.17lands.com/deck/f6e04e769604448cae9909dd1d867aad/0
,BRO,Draft,23/12/22,3,7,3,WU,,arena,https://www.17lands.com/deck/977ed861042844aab36c95ed7dcfa8dd/0
,BRO,Draft,22/12/22,5,7,3,WR,,arena,https://www.17lands.com/deck/faf5a7016e9646429db0e1e5a0110ed3/0
,BRO,Draft,19/12/22,3,7,3,UR,,arena,https://www.17lands.com/deck/6c69aea7e97840dcb03128e5b0c82ce3/0
,BRO,Draft,18/12/22,3,7,3,WB,,arena,https://www.17lands.com/deck/df0321c170b34ef596c02fb0c2dc23b2/0
,BRO,Draft,17/12/22,3,7,3,RG,,arena,https://www.17lands.com/deck/2251e104ac2647d1a219da09073e242b/0
,BRO,Draft,15/12/22,5,7,3,BG,,arena,https://www.17lands.com/deck/28162473303b4324b36ec65f0b089ebb/0
,BRO,Draft,9/12/22,4,7,3,WB,,arena,https://www.17lands.com/deck/ff1e1c9890be4f3c9e563d3daae7383d/0
,BRO,Draft,9/12/22,2,7,3,UR,,arena,https://www.17lands.com/deck/83b7419045994fd6b304905de3599085/0
,BRO,Draft,8/12/22,4,7,3,WR,,arena,https://www.17lands.com/deck/3d767b235b1446fd84052a1e2e2749f4/0
,BRO,Draft,6/12/22,7,7,2,UR,,arena,https://www.17lands.com/deck/d9314e5afaae4ca6897be669faabb2a5/0
,BRO,Draft,5/12/22,1,7,3,UB,,arena,https://www.17lands.com/deck/aa13532508ec493d9995f3285692702a/0
,DMU,Draft,3/11/22,2,7,3,WUG,,arena,https://www.17lands.com/deck/14ea341190de4acb9a16f222fb2c1ad9/0
,DMU,Draft,23/10/22,2,7,2,RG,WB,arena,https://www.17lands.com/deck/5bcb82989f6a47608316f58bda8253e4/0
,DMU,Draft,14/10/22,1,7,3,UBG,W,arena,https://www.17lands.com/deck/967d15c28d8e446d8482a146c5e43066/0
,DMU,Draft,14/10/22,1,7,3,WRG,,arena,https://www.17lands.com/deck/21468ab87abd4fbeaf99867e612ad04f/0
,DMU,Draft,10/10/22,4,7,3,WB,,arena,https://www.17lands.com/deck/ec328e9587ee40dd95b530ee19f442c5/0
,DMU,Draft,7/10/22,7,7,1,WU,RG,arena,https://www.17lands.com/deck/c69ceb53c38c4c0e881e44000f0eb7cf/0
,DMU,Draft,4/10/22,2,7,3,UR,,arena,https://www.17lands.com/deck/387540ffe94c44b780e065aae2b861e2/0
,DMU,Draft,4/10/22,1,7,3,WRG,UB,arena,https://www.17lands.com/deck/b848f1a683134ddab3e0d03e19c91a46/0
,DMU,Draft,2/10/22,4,7,3,UR,,arena,https://www.17lands.com/deck/e2972e4d85854ec486b767611d141c1b/0
,DMU,Draft,28/9/22,0,7,3,WBG,UR,arena,https://www.17lands.com/deck/678a8702f57b4c0db5fd6e91a03e1b04/0
,DMU,Draft,27/9/22,2,7,3,RG,WUB,arena,https://www.17lands.com/deck/8e23c70343f24efd81c6a202d4f3d26f/0
,DMU,Draft,26/9/22,5,7,3,WB,,arena,https://www.17lands.com/deck/a5d7626c5d5a4f28862c0be71691a7aa/0
,DMU,Draft,24/9/22,5,7,3,WR,G,arena,https://www.17lands.com/deck/6e8bac1cc8f34b7ebd91e1d3abc37cd5/0
,DMU,Draft,24/9/22,4,7,3,UG,BR,arena,https://www.17lands.com/deck/8c0bc6efa0f148dc9f945e0ddad2c938/0
,DMU,Draft,23/9/22,3,7,3,WR,,arena,https://www.17lands.com/deck/10d8f24e92dc45c2aed0c39588d90593/0
,DMU,Draft,21/9/22,2,7,3,UR,WB,arena,https://www.17lands.com/deck/2de39c5aa2704ff7b678bfcf6d4e84cb/0
,DMU,Draft,21/9/22,0,7,3,WBG,R,arena,https://www.17lands.com/deck/ee8fa43026504c06be22d7f3964a0eaf/0
,DMU,Draft,19/9/22,7,7,2,WUG,R,arena,https://www.17lands.com/deck/a6ebcdf182784be1b108bb2ae6ac1d8e/0
,DMU,Draft,16/9/22,7,7,2,UBG,,arena,https://www.17lands.com/deck/5265bb5ab05b499ab81826ed6c35a1f9/0
,DMU,Draft,15/9/22,1,7,3,WBG,U,arena,https://www.17lands.com/deck/c786ba7679854ccfac7f8c7c2bba346e/0
,DMU,Draft,13/9/22,1,7,0,UR,B,arena,https://www.17lands.com/deck/43eb8e1068274f328d4f55fac78f0d94/0
,DMU,Draft,11/9/22,7,7,2,BRG,U,arena,https://www.17lands.com/deck/5f5b8c1b221e48b5830ebcde9aeddf69/0
,DMU,Draft,9/9/22,2,7,3,WR,G,arena,https://www.17lands.com/deck/643ba31fd520466dac78885b4987171e/0
,DMU,Draft,8/9/22,5,7,3,UB,G,arena,https://www.17lands.com/deck/ed1b907f729c4f4398b682a3148d68b5/0
,DMU,Draft,5/9/22,6,7,3,WUBG,R,arena,https://www.17lands.com/deck/555a104e9e994c3185a872841ede7cd9/0
,DMU,Draft,5/9/22,3,7,3,BG,WU,arena,https://www.17lands.com/deck/b74b5e8fb7034e92b988c5030e5b378c/0
,AKR,Draft,31/8/22,7,7,0,UR,,arena,https://www.17lands.com/deck/4fe3a8fdf5804534a30b2e2b7b7fc42e/0
,THB,Draft,23/6/22,6,7,3,BG,,arena,https://www.17lands.com/deck/80334aa90ae842e1b1f7516d64914643/0
,THB,Draft,19/6/22,4,7,3,RG,,arena,https://www.17lands.com/deck/4d0a0aab5de84d2b9dc4b04a278daa87/0
,SNC,Draft,28/5/22,2,7,3,RG,WB,arena,https://www.17lands.com/deck/ccd1874ed03040cd8597c380d1a327a8/0
,SNC,Draft,20/5/22,1,7,1,WUB,G,arena,https://www.17lands.com/deck/a8c1188de3984a45a516d726a4686085/0
,SNC,Draft,20/5/22,0,7,0,WUB,G,arena,https://www.17lands.com/deck/11c9628fed5f4bce818b1108cecf436a/0
,SNC,Draft,18/5/22,2,7,3,UBR,,arena,https://www.17lands.com/deck/b54256b541ac4cb7849137326027e4bb/0
,SNC,Draft,18/5/22,0,7,0,UBR,,arena,https://www.17lands.com/deck/b16306a65c5b4194b3d7cdbbadd3bbab/0
,SNC,Draft,15/5/22,6,7,3,WUG,B,arena,https://www.17lands.com/deck/0638c1905fef47da9ddeec676a0ec730/0
,SNC,Draft,12/5/22,7,7,0,WUBRG,,arena,https://www.17lands.com/deck/d455f01b143c47eba831c360cc1447a1/0
,SNC,Draft,7/5/22,7,7,2,BRG,W,arena,https://www.17lands.com/deck/d0ad4330d49e47758c2784cbe6271db2/0
,SNC,Draft,5/5/22,5,7,3,WUB,,arena,https://www.17lands.com/deck/40ccc0ecc77c466c9b94457efdb6a0fa/0
,SNC,Draft,4/5/22,7,7,2,BRG,,arena,https://www.17lands.com/deck/b6d956607ef14b9da18c912fdd5b85a6/0
,NEO,Draft,13/4/22,4,7,3,UR,B,arena,https://www.17lands.com/deck/1d7f4d2bf4264f8fa49156cbdbb64241/0
,NEO,Draft,8/4/22,7,7,1,BR,U,arena,https://www.17lands.com/deck/2c2c129eaf424987a5a598cca4d6253b/0
,DOM,Draft,8/4/22,3,7,3,G,UR,arena,https://www.17lands.com/deck/1f7fabd6d2d74ac29af731ddd1556814/0
,DOM,Draft,7/4/22,3,7,3,WR,,arena,https://www.17lands.com/deck/18e9e80e83f5457f8f9f78077cb6178b/0
,NEO,Draft,29/3/22,2,7,3,BG,,arena,https://www.17lands.com/deck/b7268ff434a34a28949ae7ab8cafb6f4/0
,NEO,Draft,29/3/22,0,7,3,BG,,arena,https://www.17lands.com/deck/42a624132ff741f4a8e83e4c30473f2b/0
,NEO,Draft,29/3/22,0,7,3,WG,R,arena,https://www.17lands.com/deck/b6846266f4764fc1b2fdafca2145b537/0
,NEO,Draft,29/3/22,3,7,3,WG,,arena,https://www.17lands.com/deck/572aa80c4dde4e4794679ef655bf8ce2/0
,NEO,Draft,29/3/22,5,7,3,UR,B,arena,https://www.17lands.com/deck/f7ea0c39e0b44a2aa2f699d3341fe230/0
,NEO,Draft,28/3/22,5,7,3,WB,,arena,https://www.17lands.com/deck/b7ed129826494f528421a1465fdc6f75/0
,NEO,Draft,26/3/22,6,7,3,WB,,arena,https://www.17lands.com/deck/5324c7d0735a4dd1bf10ee0cb76ecb58/0
,NEO,Draft,26/3/22,2,7,3,UB,W,arena,https://www.17lands.com/deck/f1b4706db67441eeb09d88ced620fc8d/0
,NEO,Draft,12/3/22,4,7,2,UB,R,arena,https://www.17lands.com/deck/5af98093d35649bba8b66b029c819637/0
,NEO,Draft,11/3/22,5,7,3,UG,,arena,https://www.17lands.com/deck/8a6270ec59f6446983ce0ac10b0a61e6/0
,NEO,Draft,11/3/22,1,7,3,WG,,arena,https://www.17lands.com/deck/47e85d75568447cabcbfc186497dca66/0
,NEO,Draft,8/3/22,1,7,3,UG,R,arena,https://www.17lands.com/deck/7c2ba24204d2470d808a0c9b20aa79e8/0
,NEO,Draft,7/3/22,5,7,3,RG,,arena,https://www.17lands.com/deck/77754de55c94495aaa084a8e6a96906a/0
,NEO,Draft,4/3/22,6,7,3,WR,,arena,https://www.17lands.com/deck/2744672dde3f44679c20440f7816267e/0
,NEO,Draft,3/3/22,5,7,3,WB,U,arena,https://www.17lands.com/deck/c33ab6206e8b44b7a1bf648cc4c74dc6/0
,NEO,Draft,20/2/22,0,7,3,BG,,arena,https://www.17lands.com/deck/4823434fdb6d44a6a039d55539df7180/0
,NEO,Draft,18/2/22,6,7,3,BR,,arena,https://www.17lands.com/deck/0bd09482aebe4a47b726901a8ea7ba68/0
,NEO,Draft,14/2/22,7,7,2,WU,B,arena,https://www.17lands.com/deck/ef75ea73834d46af8ac0995bc033d0fc/0
,VOW,Draft,1/12/21,5,7,3,BR,,arena,https://www.17lands.com/deck/5550f8ea9b2d434e86ceb3892e1b9df3/0
,VOW,Draft,29/11/21,1,7,3,RG,,arena,https://www.17lands.com/deck/52deb1a1ef8344dc9454810aee5c93f2/0
,VOW,Draft,24/11/21,3,7,3,UB,,arena,https://www.17lands.com/deck/eba01d438f2b42caa83815ada1c158f9/0
,VOW,Draft,23/11/21,1,7,3,WG,,arena,https://www.17lands.com/deck/208b3f6b3347402fb8ccbf1ed9ee7731/0
,VOW,Draft,21/11/21,4,7,3,WB,,arena,https://www.17lands.com/deck/0fa3803e893c463aaba88d9ed5f6030f/0
,VOW,Draft,17/11/21,5,7,3,UG,R,arena,https://www.17lands.com/deck/9ce6b0dee60548f1b7b0c9970b1b3590/0
,MID,Draft,24/9/21,1,7,3,BR,,arena,https://www.17lands.com/deck/2a22c74aa8f94bc8b7197806835af103/0
,MID,Draft,24/9/21,3,7,3,WG,,arena,https://www.17lands.com/deck/399091db6b5d42479c883d83460b6b09/0
,AFR,Draft,5/9/21,5,7,3,BR,,arena,https://www.17lands.com/deck/2c6e2398bb444c2483fefa6a79befdea/0
,KLR,Draft,17/8/21,7,7,2,UG,W,arena,https://www.17lands.com/deck/3578d834f5c748ff9813826b0cb56b48/0
,AFR,Draft,15/8/21,5,7,3,WB,,arena,https://www.17lands.com/deck/b5a4fdf3d590483dba9190962bcd3595/0
,AKR,Draft,11/8/21,2,7,3,UB,,arena,https://www.17lands.com/deck/1807d08282004b59968cbc4b10675cb9/0
,AFR,Draft,6/8/21,3,7,3,BG,,arena,https://www.17lands.com/deck/b784ff2aa8a24f899f2372ece8f3abc1/0
,AFR,Draft,30/7/21,7,7,2,UB,,arena,https://www.17lands.com/deck/0d380243aa264f5cb804f142a850bd11/0
,AFR,Draft,25/7/21,2,7,3,UB,,arena,https://www.17lands.com/deck/7d048dcf5b1044419f66a97fa674ded7/0
,AFR,Draft,23/7/21,3,7,3,RG,,arena,https://www.17lands.com/deck/4dc38a705be44470a96f51edb9f4ccc3/0
,AFR,Draft,20/7/21,3,7,3,BR,,arena,https://www.17lands.com/deck/f5bf4a2c43f7434bad4bfa8dec6e5e27/0
,AFR,Draft,10/7/21,7,7,2,WG,,arena,https://www.17lands.com/deck/222024d6c0a94b58b8848233fbd8e9be/0
,STX,Draft,16/5/21,4,7,3,WB,R,arena,https://www.17lands.com/deck/dc097dd68bca4c1883340fb5d5467da0/0
,STX,Draft,5/5/21,1,7,3,UG,R,arena,https://www.17lands.com/deck/6298c28cd45f49a39c492010317551e3/0
,STX,Draft,1/5/21,3,7,3,UG,,arena,https://www.17lands.com/deck/da63e11aa2c246bc9bfb38c1746bc93a/0
,STX,Draft,20/4/21,7,7,0,WB,,arena,https://www.17lands.com/deck/d1499a6c8b0d464ca7f839921a8b4d4e/0
,STX,Draft,17/4/21,4,7,3,UR,,arena,https://www.17lands.com/deck/7db928b45a654abc8e7eb8cb335d8226/0
,KHM,Draft,19/3/21,7,7,1,UG,B,arena,https://www.17lands.com/deck/46e950e8487a45b58480498a33f7fbdf/0
,KHM,Draft,17/3/21,1,7,3,BG,,arena,https://www.17lands.com/deck/09ecc7628f8e49f2a7a6cd6ac966caed/0
,KHM,Draft,16/3/21,1,7,3,UR,,arena,https://www.17lands.com/deck/8dd070538c6d4db38cd0c294e59a2c71/0
,KHM,Draft,15/3/21,6,7,3,WG,,arena,https://www.17lands.com/deck/6abc94b997a14a1cb4953c4d650166a3/0
,KHM,Draft,14/3/21,3,7,3,WR,G,arena,https://www.17lands.com/deck/66e5fb7547fe49f6b40c44c879bc3f60/0
,KHM,Draft,9/3/21,0,7,3,BG,R,arena,https://www.17lands.com/deck/e9e1ae484ac141aebca57f5e65e220b9/0
,KHM,Draft,4/3/21,4,7,3,BG,W,arena,https://www.17lands.com/deck/71783299cc594aa8ac2ac614ca3c2ef6/0
,KHM,Draft,27/2/21,7,7,2,BG,R,arena,https://www.17lands.com/deck/cc4c14b880ba4a1b9da34646c968a04e/0
,KHM,Draft,26/2/21,7,7,1,RG,B,arena,https://www.17lands.com/deck/9354495bb2254b0e878fb23e7739453e/0
,KHM,Draft,24/2/21,5,7,3,RG,,arena,https://www.17lands.com/deck/d2657647ca074341893911e3bee00723/0
,KHM,Draft,24/2/21,3,7,3,UG,W,arena,https://www.17lands.com/deck/52b0657bd9274918b9044454c98f4ef8/0
,KHM,Draft,19/2/21,5,7,3,WG,R,arena,https://www.17lands.com/deck/846c6462ec1d4a3eabf1144dbf017306/0
,KHM,Draft,19/2/21,1,7,3,UBR,,arena,https://www.17lands.com/deck/9f14fce2e5f8429892e50e17e8e865d4/0
,KHM,Draft,18/2/21,7,7,1,WG,,arena,https://www.17lands.com/deck/58addac52c4c489181a91295b52cb136/0
,BLB,Draft,2/9/24,1,7,2,WR,,arena,https://www.17lands.com/deck/8b6ae87d27184cb380141f1266009b93/0
,BLB,Draft,1/9/24,2,7,3,UR,,arena,https://www.17lands.com/deck/8b6ae87d27184cb380141f1266009b93/0
,OTJ,Draft,1/5/24,2,7,3,WG,,arena,https://www.17lands.com/deck/b058bc021daf41c99dedbdae329bed44/0
,MOM,Draft,21/4/23,3,7,3,BG,,arena,https://www.17lands.com/deck/3b85769cb7d446c5a8bb08481b3a0049/0
,SNC,Draft,4/5/22,2,7,3,WUG,,arena,https://www.17lands.com/deck/e873eb5aa278409b8a7f0f554bb35ae0/0
,NEO,Draft,24/3/22,7,7,1,UB,,arena,https://www.17lands.com/deck/b9e85c902cb04dbf91bed723b5d0a296/0
,NEO,Draft,18/3/22,2,7,1,G,BR,arena,https://www.17lands.com/deck/f4d23070a0264be0b658b06d66a1ad42/0
,VOW,Draft,20/12/21,7,7,2,WB,,arena,https://www.17lands.com/deck/703980e4f3ef403fa32f0ee9b9273219/0
,AFR,Draft,15/7/21,3,7,3,WB,,arena,https://www.17lands.com/deck/18e11896fdc44ca0b62a04950ff75535/0
,STX,Draft,20/4/21,2,7,3,WB,,arena,https://www.17lands.com/deck/9a7fa2b9f4b948699bbc52170f0e4325/0
,KHM,Draft,13/3/21,6,7,3,UR,,arena,https://www.17lands.com/deck/8d0bd7be7bfd4432ae634f7be75a1553/0
,NEO,Sealed,12/2/22,0,7,3,UG,,arena,https://www.17lands.com/deck/4587863840bb4e73ba76908f11259ee3/3
,MID,Sealed,16/9/21,7,7,2,BR,,arena,https://www.17lands.com/deck/34fe49ee14a14c69b9cb8bab2ab708db/2
,SIR,Sealed,22/3/23,3,7,3,WR,U,arena,https://www.17lands.com/deck/d34022921d5b4c909370619180fa94e8/1
,DSK,Sealed,24/9/24,3,7,3,WG,,arena,https://www.17lands.com/deck/c25a9d2bbf0144e88e5cd817558db6a5/0
,BLB,Sealed,30/7/24,1,7,3,WB,U,arena,https://www.17lands.com/deck/a3bbfcf21130412aa95022aa451e0ee7/0
,MH3,Sealed,14/6/24,4,7,3,URG,,arena,https://www.17lands.com/deck/bbb8c42b92c9404dafc5fcdf8495e035/0
,MKM,Sealed,26/2/24,1,7,3,WUR,G,arena,https://www.17lands.com/deck/c8d657be77944fe2b88ba7f8c9557d84/0
,MKM,Sealed,22/2/24,7,7,2,WU,RG,arena,https://www.17lands.com/deck/6681a5fa2ebf457784d04349b7495915/0
,LCI,Sealed,14/11/23,3,7,3,BR,,arena,https://www.17lands.com/deck/08767afcb96d4ccbbcacf533a63923e5/0
,DMU,Sealed,1/9/22,2,7,3,WG,UB,arena,https://www.17lands.com/deck/554c328ed2284c6699cf68177680458f/0
,DMU,Sealed,1/9/22,2,7,3,UG,WBR,arena,https://www.17lands.com/deck/2cc75d10df664f0e9ad0a3969ff1d266/0
,NEO,Sealed,11/2/22,1,7,3,BG,,arena,https://www.17lands.com/deck/18756b33635d45758b479337049ea099/0
,VOW,Sealed,12/11/21,5,7,3,WB,R,arena,https://www.17lands.com/deck/a1b02b33545d4b13b4573b5bd3e824f0/0
,AFR,Sealed,9/7/21,4,7,3,WG,,arena,https://www.17lands.com/deck/d8fcbfb91e7244ecbe7d8dcd6bd56ab6/0
,AFR,Sealed,8/7/21,4,7,3,BG,U,arena,https://www.17lands.com/deck/c392d7d8c0914e5daea1b3538da4a3c2/0
,STX,Sealed,15/4/21,0,7,3,WR,,arena,https://www.17lands.com/deck/a703c8c06e634ddbb9272237f1b086ad/0
,STX,Sealed,15/4/21,1,7,3,URG,W,arena,https://www.17lands.com/deck/bccb579041504b2aa8027a00f16b75e3/0
